,title,description,date,channel,num_tags,duration,viewcount,likecount,dislikecount,commentcount,topics
7,"Ep 2: Discipline, Law and Order (The SAF Military Police Command)","The MPs run spot-checks for contraband items on SAF camps and military installations in order to enforce discipline, law and order. They also have a hand in the reforming of military offenders in the SAF Detention Barracks. 


Scripted, shot, presented and edited by Choh Kian Keong

Shot by Alvin Fung, Ajay Prashad, Choh Kian Keong, James Teh and Peter Cho 

Sound balancing by Choh Kian Keong


Related cyberpioneer story: http://mindef.sg/1aCtvNq

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-12-26T09:44:26.000Z,Ministry of Defence Singapore,15,PT6M18S,130918,219,36,43,Society;Military
8,Ep 1: School Days (The SAF Military Police Command),"Fresh out of Basic Military Training, potential Military Policemen (MPs) undergo Basic MP Course at the Military Police Training School (MPTS). Want to know more about the knowledge and skills needed to maintain discipline, law and order in the SAF?

Watch ""Ep 1: School Days (The SAF Military Police Command)"" now!


Scripted, shot, presented and edited by Choh Kian Keong

Shot by Alvin Fung, Ajay Prashad, Choh Kian Keong, James Teh and Peter Cho 

Sound balancing by Choh Kian Keong


Related cyberpioneer story: http://mindef.sg/1aCtvNq

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-12-19T09:57:33.000Z,Ministry of Defence Singapore,17,PT8M47S,140321,287,27,59,Society;Military
9,Exercise Trident Down Under,"The SAF was down under for their annual Exercise Wallaby when a disaster struck off the north-eastern coast of Australia. What happens when Exercise Wallaby is turned into a bilateral Humanitarian Disaster and Relief effort?

Watch ""Exercise Trident Down Under"" now!  

Scripted, shot, presented and edited by Dionne De Souza

Shot by Alvin Fung

Sound balancing by Lee Zheng Hei and Alistair Quak


View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-12-16T02:55:29.000Z,Ministry of Defence Singapore,7,PT3M34S,14396,33,3,11,Society;Military
10,Exercise Highcrest 2013: Testing our Homeland Security,"The face of terrorism is constantly changing. To be effective in tackling such evolving threats, a robust security system with strong operational linkages between both maritime and land-based agencies will allow us to better share information and coordinate responses during an attack. This security system is being tested in Exercise Highcrest 2013.

Related cyberpioneer story: http://mindef.sg/1cURXcN

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-12-05T09:28:13.000Z,Ministry of Defence Singapore,10,PT5M59S,16540,63,4,12,Society;Military
11,PIONEER Magazine December 2013 Issue,"Subscribe to PIONEER Magazine at http://mindef.sg/RwqyUy

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-12-02T06:17:45.000Z,Ministry of Defence Singapore,10,PT1M25S,2680,2,0,2,Society
12,Making a Difference: Beyond Borders,"To promote regional peace and stability, 18 countries came together in an alliance known as the ASEAN Defence Minister's Meeting Plus (ADMM Plus). Recently, RSS Endeavour participated in the latest maritime security exercise under this alliance. See how the crew gave their best to achieve mission success. 

Related cyberpioneer story: http://mindef.sg/1973mTT 

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-11-28T09:58:38.000Z,Ministry of Defence Singapore,8,PT7M13S,9894,40,0,5,Society;Military
13,Ep 2: Turn the Beat Around (The SAF Music and Drama Company's 40th Anniversary),"The Singapore Armed Forces Music and Drama Company turns 40 this year and they're celebrating it in style with a nostalgic and yet contemporary concert in tribute to NSmen! Join Dionne as she meets ex-MDC artist and rapper Sheikh Haikel, and find out more on the designer behind all the beautiful costumes worn by MDC performers!

Watch Part 2 of ""Turn the Beat Around"" now!


Scripted, shot, presented and edited by Dionne De Souza

Shot by James Teh and Ajay Prashad

Sound balancing by Kevin Tan


Related cyberpioneer story: http://mindef.sg/17HVw8D

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-11-21T10:21:08.000Z,Ministry of Defence Singapore,7,PT7M5S,4786,5,0,2,Performing_arts;Entertainment
14,Ep 1: Turn the Beat Around (The SAF Music and Drama Company's 40th Anniversary),"The Singapore Armed Forces Music and Drama Company turns 40 this year and they're celebrating it in style with a nostalgic and yet contemporary concert in tribute to NSmen. Join Dionne as she gives us a glimpse of the MDC of the past and meets up with some of our most talented MDC alumnis who lend their skills to what is MDC's biggest birthday party.


Scripted, shot, presented and edited by Dionne De Souza

Shot by James Teh and Ajay Prashad

Sound balancing by Kevin Tan


Related cyberpioneer story: http://mindef.sg/17HVw8D

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-11-14T09:26:23.000Z,Ministry of Defence Singapore,16,PT7M36S,7438,12,6,17,Performing_arts;Entertainment
15,Ep 2: Right on Target! (Multi-Mission Range Complex),"Rain or shine, day or night, the SAF's latest high-tech range complex challenges our soldiers to think on their feet, react fast and shoot.

It's not only an effective and safe training facility, it's also an efficient one.

Filmed by: Peter Cho, James Teh

Edited and Produced by: Mano Mahendran

Audio post-production by: Kevin Tan

Graphics and Color Grading by: Lam Meng Chuen


Related cyberpioneer story: http://mindef.sg/1enrR6h

View more videos, photos and stories of the SAF at the links below!

facebook: https://www.facebook.com/cyberpioneer.connect
Twitter: https://www.twitter.com/cybpioneer
flickr: https://www.flickr.com/photos/cyberpioneer
cyberpioneer Story: http://www.mindef.gov.sg/imindef/resourcelibrary/cyberpioneer/topics/articles/features/2013/nov13_fs1.html",2013-11-07T09:58:48.000Z,Ministry of Defence Singapore,10,PT6M33S,27382,94,3,11,Society;Military
16,PIONEER Magazine November 2013 Issue,"Subscribe to PIONEER Magazine at http://mindef.sg/RwqyUy

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-11-01T08:06:31.000Z,Ministry of Defence Singapore,14,PT1M9S,1817,2,1,1,Society;Military
17,Ep 1: Right on Target! (Multi-Mission Range Complex),"To shoot or not to shoot. That is the question.

The SAF's latest high-tech training facility not only sharpens our soldiers' shooting skills, it also develops their ability to think on their feet and react fast, picking out friend from foe.

And to make each round, count. 

Filmed by: Peter Cho, James Teh

Edited and Produced by: Mano Mahendran

Audio post-production by: Kevin Tan

Graphics and Color Grading by: Lam Meng Chuen


Related cyberpioneer story: http://mindef.sg/1enrR6h

View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-10-31T01:53:42.000Z,Ministry of Defence Singapore,9,PT7M15S,23648,87,7,29,Society;Military
18,Battle of the Guns,"The Armour Skill-at-Arms competition is back again, with a bang! 

After a 9-year hiatus, the Armour Formation witnessed the return of the competition where Armour units pit against one another at the target range, to see who will emerge as the best of the best. It was also a good opportunity for all the Armour units to benchmark their gunnery proficiency.

Check out in this upcoming video the various stages of the competition and the different weapon systems used. 

So sit back and treat yourself to a display of furious firepower!

Filmed by : Ajay Prashad and James Teh

Edited by: Alistair Quak

Produced by: Alistair Quak and Raj Narwani


View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-10-24T09:56:32.000Z,Ministry of Defence Singapore,8,PT9M55S,48872,89,7,17,Society;Military
19,Ep 9: The Infantry Combat Medic (The Combat Medic Specialist: Every Soldier's Lifeline),"As a company medic, 3SG Fathur must have his medical skills and evacuation plan at his fingertips. Along with his team of medics, he is responsible for treating injured personnel at the company's Casualty Collection Point before directing casualties to the Battalion Casualty Station for further treatment by the Medical Officer. 

In this final episode of The Combat Medic Specialist, the stakes are raised as 3SG Fathur undergoes his final battalion proficiency test conducted by the Army Training Evaluation Centre. Find out if he hits the mark!

Filmed by: Peter Cho, James Teh & Alvin Fung

Edited and Produced by: Raj Narwani

Audio post-production by: Kevin Tan

Graphics and Color Grading by: DWD


View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-10-17T10:00:02.000Z,Ministry of Defence Singapore,26,PT5M59S,24913,60,3,17,Society;Military
20,Operation Blue Ridge documentary,"6 long years, 6 meaningful years, 6 dangerous years.

From 2007 to 2013, the Singapore Armed Forces (SAF) contributed to the international community's reconstruction efforts to restore stability in Afghanistan, and prevent it from being used as a base to export terror. 

492 SAF personnel were deployed across a wide range of capabilities, in what would become the SAF's longest and most diverse overseas mission to date, Operation Blue Ridge.",2013-10-12T16:22:57.000Z,Ministry of Defence Singapore,4,PT22M25S,111682,297,28,25,Society;Television_program;Military
21,Ep 8: The Medical Response Force (The Combat Medic Specialist: Every Soldier's Lifeline),"ME1 Mok You Hong shows us what it means to be a medic specialist in the Medical Response Force (MRF). Highlights include the tough and realistic training he has undergone to become a platoon sergeant in the MRF as well as the operational readiness of  his team, to spring into action at the push of a button.

Filmed by: Peter Cho, James Teh & Alvin Fung

Edited and Produced by: Raj Narwani

Audio post-production by: Kevin Tan

Graphics and Color Grading by: DWD


View more videos, photos and stories of the SAF at the links below!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2013-10-10T09:56:19.000Z,Ministry of Defence Singapore,27,PT5M45S,32789,110,3,23,Society;Military
